1620046800,142.99,144.16,142.99,144.15,15221
1620048600,143.81,145.42,143.55,145.12,1221208
1620050400,145.06,145.17,143.655,143.93,556148
1620052200,143.91,144.37,143.815,144.35,309502
1620054000,144.36,144.49,143.95,144.47,268583
1620055800,144.47,144.77,144.39,144.66,285547
1620057600,144.66,144.85,144.51,144.7,192888
1620059400,144.68,144.92,144.64,144.835,142387
1620061200,144.84,145.06,144.64,145.05,157046
1620063000,145.06,145.2,144.98,145.16,184580
1620064800,145.18,145.49,145.05,145.42,395496
1620066600,145.41,145.75,145.33,145.55,328719
1620068400,145.55,145.57,145.19,145.36,313278
1620070200,145.35,145.51,144.66,144.75,712221
1620072000,144.75,144.75,144.75,144.75,527031
1620126000,144.49,144.49,144.49,144.49,564
1620133200,144.2,144.33,144.2,144.3,2399
1620135000,144.41,145.73,144.34,145.16,761352
1620136800,145.18,145.22,144.53,144.97,526942
1620138600,144.999,145.26,144.64,145.1,399353
1620140400,145.09,145.51,144.95,145.37,415181
1620142200,145.37,145.88,145.34,145.78,492480
1620144000,145.78,146.59,145.75,146.31,420417
1620145800,146.31,146.53,145.75,145.77,332534
1620147600,145.76,145.93,145.7,145.83,307814
1620149400,145.84,145.92,145.4,145.45,244033
1620151200,145.47,145.68,145.4,145.61,265366
1620153000,145.62,145.69,145.41,145.44,227909
1620154800,145.43,145.57,145.32,145.54,210170
1620156600,145.535,145.77,145.39,145.77,643790
1620158400,146.17,146.17,145.75,145.75,608293
1620219600,146.2,146.2,146.05,146.05,4672
1620221400,145.94,145.94,144.37,145.15,644090
1620223200,145.185,145.22,144.49,144.68,318325
1620225000,144.7,144.97,144.54,144.74,235478
1620226800,144.73,145.09,144.67,145.04,163272
1620230400,145.25,145.28,145.06,145.24,169397
1620232200,145.24,145.37,145.09,145.27,188129
1620234000,145.27,145.54,145.24,145.44,220643
1620235800,145.43,145.51,145.25,145.38,151346
1620237600,145.41,145.77,145.36,145.68,298560
1620239400,145.66,145.77,145.52,145.66,206139
1620241200,145.67,145.71,145.39,145.64,309271
1620243000,145.63,145.63,145.15,145.24,793535
1620244800,145.22,145.22,144.95,144.95,1024375
1620288000,145.2,145.2,145.2,145.2,100
1620304200,146.03,146.03,145.5,145.64,7595
1620307800,145.26,146.19,145.18,146.12,660196
1620309600,146.1,146.46,145.89,146.3,611175
1620311400,146.32,146.631,146.19,146.44,427802
1620313200,146.45,146.83,146.18,146.76,456385
1620315000,146.77,148.08,146.77,147.86,937274
1620316800,147.86,148.05,147.54,148.04,464172
1620318600,148.04,148.45,147.985,148.05,371218
1620320400,148.03,148.38,147.92,148.36,328065
1620322200,148.36,148.515,148.2,148.4,309827
1620324000,148.395,148.44,147.95,148.05,359743
1620325800,148.05,148.22,147.98,148.08,351888
1620327600,148.08,148.47,148.02,148.43,519683
1620329400,148.43,148.51,148.26,148.42,1071065
1620331200,148.42,148.66,148.25,148.5,498770
1620343800,148.65,148.67,148.5,148.5,2984
1620374400,147.68,147.72,147.41,147.41,672
1620385200,147.39,147.41,147.3,147.3,2202
1620390600,147.35,147.35,146.5,146.51,20803
1620392400,146.5,146.55,145.27,145.37,37117
1620394200,145.92,145.92,144.58,145.3,1292019
1620396000,145.3,146.14,145.1,145.78,681172
1620397800,145.79,145.79,145.1,145.33,574678
1620399600,145.34,145.44,145.16,145.25,305653
1620401400,145.27,145.45,145.08,145.22,264133
1620403200,145.22,145.53,145.2,145.5,253686
1620405000,145.5,145.62,145.3,145.56,229756
1620406800,145.57,145.61,145.3,145.36,421928
1620408600,145.36,145.415,145.24,145.38,195070
1620410400,145.38,145.69,145.27,145.67,248515
1620412200,145.68,145.7,145.41,145.625,297125
1620414000,145.62,145.74,145.555,145.59,264683
1620415800,145.59,145.88,145.22,145.38,1150996
1620417600,145.44,145.54,145.4,145.54,680614
1620653400,145.8,147.1,145.8,146.99,966020
1620655200,147,147.28,146.3,147.195,665844
1620657000,147.2,147.59,146.82,147.56,664548
1620658800,147.595,148.18,147.35,148.08,483014
1620660600,148.105,148.38,147.74,147.88,667347
1620662400,147.88,148.08,147.75,147.81,312801
1620664200,147.82,147.82,147.41,147.45,191558
1620666000,147.45,147.515,147.26,147.31,146249
1620667800,147.3,147.86,147.3,147.63,204168
1620669600,147.65,147.73,146.94,147.09,311008
1620671400,147.07,147.07,146.69,146.92,263289
1620673200,146.92,147.01,146.72,146.84,307893
1620675000,146.82,146.86,146.1,146.16,833860
1620676800,146.17,146.17,146.17,146.17,830906
1620734400,146,146,145,145,3939
1620739800,144.99,145.19,143.84,144.72,1392392
1620741600,144.67,145.1,144.16,144.34,481876
1620743400,144.34,144.41,143.09,143.57,715656
1620745200,143.55,143.87,143.13,143.87,422111
1620747000,143.85,143.85,143.3,143.57,314352
1620748800,143.58,143.82,143.32,143.455,524590
1620750600,143.45,143.49,142.9,143.07,311726
1620752400,143.08,143.38,143.01,143.35,226334
1620754200,143.36,144.02,143.27,143.94,404577
1620756000,143.96,144.21,143.81,144.2,225058
1620757800,144.14,144.21,143.74,144.13,270347
1620759600,144.12,144.44,143.93,144.1,260090
1620761400,144.09,144.23,143.62,144.22,642068
1620763200,144.26,144.26,144.22,144.25,409365
1620822600,143.8,143.9,143.28,143.5,3209
1620824400,143.19,143.62,143.18,143.45,2167
1620826200,143.84,144.15,143.09,143.25,500473
1620828000,143.28,143.95,143.24,143.46,230363
1620829800,143.46,143.58,142.97,143.23,364290
1620831600,143.22,143.43,142.88,143.2,273481
1620833400,143.23,143.32,142.4,142.465,414373
1620835200,142.46,142.575,141.95,142.025,428453
1620837000,142.02,142.2,141.73,141.93,248653
1620838800,141.92,142.27,141.86,142.17,290856
1620840600,142.18,142.27,141.69,141.74,237519
1620842400,141.74,142.02,141.74,141.82,281039
1620844200,141.8,142.44,141.69,142.23,324536
1620846000,142.2,142.22,141.2,141.25,446454
1620847800,141.24,141.61,141.14,141.29,910486
1620849600,141.39,141.97,141.16,141.16,665831
1620903600,141,141.15,140.25,141,3844
1620905400,141,141.3,140.99,141,3478
1620912600,141.45,143.62,141.28,143.08,540065
1620914400,143.09,143.84,142.95,143.82,321642
1620916200,143.81,143.985,143.46,143.85,284744
1620918000,143.84,143.88,143.21,143.24,251551
1620919800,143.25,143.63,143.04,143.42,224535
1620921600,143.45,143.98,143.3,143.8,208190
1620923400,143.79,144.18,143.75,143.96,277333
1620925200,143.955,144.06,143.7,143.88,302486
1620927000,143.86,144.31,143.72,144.24,414838
1620928800,144.22,144.67,144.19,144.45,174409
1620930600,144.74,144.9,144.52,144.58,188735
1620932400,144.56,144.89,144.54,144.87,189346
1620934200,144.87,144.9,144.17,144.18,486536
1620936000,144.17,144.17,144,144.17,45222
1620937800,144.14,144.3,144.14,144.3,190
1620939600,144.03,144.03,143.95,143.95,6856
1620941400,143.95,144.39,143.95,144.39,9500
1620943200,144.17,144.33,144.17,144.33,382
1620945000,144.18,144.18,144.18,144.18,177
1620946800,144.37,144.39,144.37,144.39,1800
1620948600,144.2,144.2,144.2,144.2,265
